label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
A,0.0,0.0,0.0,-0.2174905687570572,-0.1634479910135269,-0.0542147271335125,-0.3161859810352325,-0.4810023605823517,-0.0540305562317371,-0.3142213523387909,-0.7564356923103333,-0.0599381811916828,-0.3162166774272918,-0.948686957359314,-0.0481449738144874,-0.1723124533891677,-0.6740769743919373,0.0654913038015365,-0.1612032949924469,-0.8331596851348877,-0.0099833589047193,-0.1700540781021118,-0.6079408526420593,-0.0431800074875354,-0.1595170795917511,-0.5256108045578003,-0.0526343248784542,-0.043166596442461,-0.6630155444145203,0.0594458505511283,-0.0374115072190761,-0.7896638512611389,-0.0241471845656633,-0.0767986327409744,-0.5352424383163452,-0.0362244769930839,-0.0703056156635284,-0.4979259371757507,-0.0200610682368278,0.0771882385015487,-0.6217666864395142,0.0300951786339283,0.0900873467326164,-0.7340208888053894,-0.0602544881403446,0.0311257392168045,-0.5011284947395325,-0.024739421904087,0.0226378068327903,-0.4561318755149841,0.024585211649537,0.1922663897275924,-0.5631081461906433,-0.0057355579920113,0.2095812410116195,-0.6776803135871887,-0.0454629324376583,0.1479865759611129,-0.510993480682373,-0.0046358993276953,0.1297526806592941,-0.4499683082103729,0.0394218973815441
A,0.0,0.0,0.0,-0.2288518995046615,-0.1839707195758819,-0.0388621240854263,-0.3270559906959533,-0.4896203577518463,-0.0346369333565235,-0.3206231892108917,-0.7581686973571777,-0.0397937297821044,-0.3212381303310394,-0.9469984769821168,-0.0284801889210939,-0.1819372624158859,-0.6767327189445496,0.0771286860108375,-0.1793825477361679,-0.8306161761283875,0.0036026616580784,-0.1912484318017959,-0.60926353931427,-0.0332159884274005,-0.1809393465518951,-0.5238246321678162,-0.0449382811784744,-0.058301206678152,-0.6616595387458801,0.0652245506644249,-0.0549541786313056,-0.7903667688369751,-0.0149460155516862,-0.095251478254795,-0.5382364392280579,-0.0296799261122941,-0.0906291380524635,-0.490612119436264,-0.0165771842002868,0.0596147701144218,-0.6195089817047119,0.0320757180452346,0.0707699581980705,-0.7361378073692322,-0.0537440814077854,0.011640029028058,-0.5038670301437378,-0.0184667352586984,0.0026966882869601,-0.447056770324707,0.0298322830349206,0.1739895790815353,-0.5591498017311096,-0.0062988456338644,0.1903955638408661,-0.6834871172904968,-0.0393883138895034,0.1281225532293319,-0.5183647871017456,0.0056717279367148,0.1082267612218856,-0.4503745436668396,0.0518568009138107
A,0.0,0.0,0.0,-0.2299457043409347,-0.1752295494079589,-0.0289618894457817,-0.3372275531291961,-0.471217542886734,-0.0193383675068616,-0.3393090665340423,-0.7485671043395996,-0.0223925095051527,-0.3444631397724151,-0.9387998580932616,-0.009718713350594,-0.1927685290575027,-0.6677471399307251,0.0966777577996254,-0.1932244598865509,-0.8316997289657593,0.0214418247342109,-0.2105456888675689,-0.6150541305541992,-0.0179058238863945,-0.2020883560180664,-0.5160233378410339,-0.0297848917543888,-0.071050077676773,-0.6533967852592468,0.0799855664372444,-0.07414411008358,-0.7960389256477356,-0.0042766262777149,-0.1136587038636207,-0.5370945334434509,-0.0241873767226934,-0.1085835918784141,-0.4682810306549072,-0.012633841484785,0.0452792309224605,-0.6144064664840698,0.0422294847667217,0.0505946055054664,-0.7393604516983032,-0.0475553460419178,-0.0054401927627623,-0.4904435575008392,-0.0127196349203586,-0.0111429449170827,-0.4069881737232208,0.0385924987494945,0.167776808142662,-0.5578957200050354,4.2929736082442105e-05,0.1707877069711685,-0.6923568844795227,-0.0344083756208419,0.1160648763179779,-0.5185905694961548,0.011992834508419,0.1011131480336189,-0.4394353330135345,0.0608678311109542
A,0.0,0.0,0.0,-0.2158785611391067,-0.1543272882699966,-0.0487440153956413,-0.3369895219802856,-0.4601106941699981,-0.0473312512040138,-0.3511007726192474,-0.7375944256782532,-0.05552963539958,-0.3572258055210113,-0.9340180158615112,-0.0461838506162166,-0.2089521139860153,-0.6680400371551514,0.0848088860511779,-0.2000816464424133,-0.837063729763031,0.0021777092479169,-0.2069983780384063,-0.6201748847961426,-0.0340756475925445,-0.1959965825080871,-0.5331748723983765,-0.0423301421105861,-0.0822856128215789,-0.6570757031440735,0.0745224356651306,-0.0782982185482978,-0.7947407960891724,-0.0108415940776467,-0.1077184751629829,-0.5464447736740112,-0.0204214490950107,-0.1005590632557869,-0.5066070556640625,-0.0010759682627394,0.0369043797254562,-0.6239659190177917,0.0381484478712081,0.0458188243210315,-0.7408744692802429,-0.0568498931825161,0.0007798471488058,-0.5091249942779541,-0.0221355240792036,-0.0029335699509829,-0.4606569409370422,0.0290576480329036,0.1589471846818924,-0.5756574273109436,-0.0046077976003289,0.1647813469171524,-0.6946943998336792,-0.0455218963325023,0.1186712235212326,-0.5244889855384827,-0.0051952921785414,0.107803039252758,-0.4580886662006378,0.0393966734409332
A,0.0,0.0,0.0,-0.2197830528020858,-0.1466121077537536,-0.0344031862914562,-0.3427560031414032,-0.4604882001876831,-0.0275541711598634,-0.3552019298076629,-0.7369022965431213,-0.0328453481197357,-0.3679934740066528,-0.9298283457756042,-0.0235706288367509,-0.2071596384048462,-0.6599463224411011,0.0806832164525985,-0.2091924995183944,-0.8372727036476135,0.0023861362133175,-0.2259429693222046,-0.6268822550773621,-0.03356609120965,-0.2132227569818496,-0.5433738231658936,-0.0439551770687103,-0.0883313789963722,-0.6465145349502563,0.0626573488116264,-0.0962271690368652,-0.8060535788536072,-0.0183839052915573,-0.1349917650222778,-0.5639206171035767,-0.0294228997081518,-0.1209214031696319,-0.5133732557296753,-0.0121817262843251,0.0286557152867317,-0.6110000610351562,0.0220661498606205,0.0205504018813371,-0.753467857837677,-0.0674696564674377,-0.0292051136493682,-0.5210690498352051,-0.0317751057446002,-0.0227528754621744,-0.4571132957935333,0.0186274293810129,0.1519751101732254,-0.5640451908111572,-0.0237122010439634,0.1341502517461776,-0.6979791522026062,-0.0637872740626335,0.0847437381744384,-0.5289052128791809,-0.0211791712790727,0.0853285863995552,-0.4541822373867035,0.0247390288859605
A,0.0,0.0,0.0,-0.2223746925592422,-0.1733563691377639,-0.0236173067241907,-0.3402500748634338,-0.4688798785209656,-0.0158687382936477,-0.3533332943916321,-0.7355509400367737,-0.0247795823961496,-0.361823558807373,-0.9322466254234314,-0.0200580898672342,-0.1997424215078354,-0.6711432933807373,0.1120034232735633,-0.2151861786842346,-0.8434140682220459,0.0309289991855621,-0.2331845760345459,-0.634569525718689,-0.0124770468100905,-0.2150079160928726,-0.5322152376174927,-0.0243198797106742,-0.0865084007382392,-0.6613782644271851,0.0904209017753601,-0.1055576652288436,-0.8158524632453918,0.0116339372470974,-0.1386259645223617,-0.5780871510505676,-0.0049183266237378,-0.1160652488470077,-0.5200656652450562,0.0097555164247751,0.0263063423335552,-0.6272494792938232,0.0449976176023483,0.0036920618731528,-0.7685337662696838,-0.0373700074851512,-0.0389432944357395,-0.5424284338951111,-0.0034358107950538,-0.0232231616973876,-0.4759061932563782,0.0462154448032379,0.1457349956035614,-0.5761396884918213,-0.0055929138325154,0.1143812909722328,-0.7163712382316589,-0.0352579727768898,0.070050835609436,-0.5518795847892761,0.0091556767001748,0.0797485783696174,-0.4745166301727295,0.0562305524945259
A,0.0,0.0,0.0,-0.2328410446643829,-0.1656881719827652,-0.0261200051754713,-0.3635309934616089,-0.4567097127437591,-0.0215406697243452,-0.3750587999820709,-0.7328859567642212,-0.0341479629278183,-0.3800635039806366,-0.9249603748321532,-0.0305927973240613,-0.2069817632436752,-0.6907793283462524,0.0927041843533515,-0.226001426577568,-0.8891475200653076,-0.0042216349393129,-0.247068703174591,-0.6668980121612549,-0.0503834187984466,-0.2319698631763458,-0.5659535527229309,-0.0616263970732688,-0.0904911011457443,-0.6752176880836487,0.067026637494564,-0.1063640117645263,-0.8480573892593384,-0.0268898047506809,-0.1410083174705505,-0.5820885300636292,-0.0366012975573539,-0.1180346235632896,-0.5377750992774963,-0.0141902547329664,0.0259035788476467,-0.6396172642707825,0.0162428617477417,0.0097316652536392,-0.7967066168785095,-0.0828503668308258,-0.0361693538725376,-0.5465603470802307,-0.0383180230855941,-0.0179705880582332,-0.4907527863979339,0.022487673908472,0.15125772356987,-0.5862041115760803,-0.0401241928339004,0.1324906945228576,-0.7443695068359375,-0.0801721438765525,0.0771288648247718,-0.5669476985931396,-0.0299967322498559,0.0798594132065773,-0.4841840267181396,0.023919066414237
A,0.0,0.0,0.0,-0.227314606308937,-0.1763949990272522,-0.0230856761336326,-0.3497308194637298,-0.462710976600647,-0.0206787548959255,-0.3598072826862335,-0.7358495593070984,-0.0352963507175445,-0.3612267076969147,-0.9324780106544496,-0.0355763360857963,-0.198078915476799,-0.6810091137886047,0.0914859771728515,-0.1997354626655578,-0.884983479976654,0.0021072302479296,-0.2237158566713333,-0.672217845916748,-0.0412676967680454,-0.2150291800498962,-0.5584087371826172,-0.0515178851783275,-0.0817061141133308,-0.668777346611023,0.0662711635231971,-0.0889801383018493,-0.8510724902153015,-0.020817682147026,-0.1250933408737182,-0.6001406311988831,-0.0325327739119529,-0.1043574064970016,-0.5358977317810059,-0.0129929259419441,0.0327034965157508,-0.6342257261276245,0.0181437022984027,0.0210960414260625,-0.7992092967033386,-0.0729872807860374,-0.0229234173893928,-0.5591884851455688,-0.0313852094113826,-0.0061201923526823,-0.4850495457649231,0.0257118940353393,0.1547379046678543,-0.5796107649803162,-0.0348374545574188,0.1322399377822876,-0.7438066601753235,-0.0704295262694358,0.0845129862427711,-0.5723276138305664,-0.0206727553158998,0.0936300307512283,-0.4836417734622955,0.031839195638895
A,0.0,0.0,0.0,-0.2274951338768005,-0.1785696595907211,-0.0271241385489702,-0.3515089154243469,-0.4694666266441345,-0.0233607161790132,-0.360984742641449,-0.7390478253364563,-0.0354008302092552,-0.3653267323970794,-0.9308793544769288,-0.0313825458288192,-0.1984880417585373,-0.6823069453239441,0.0888312458992004,-0.202225849032402,-0.8914139270782471,0.0007136164349503,-0.2266792953014373,-0.680437445640564,-0.0419372878968715,-0.2159070819616317,-0.5701215863227844,-0.0526297539472579,-0.0814853310585022,-0.6706995964050293,0.0653987526893615,-0.0875188112258911,-0.8530826568603516,-0.02076474763453,-0.127346396446228,-0.6056594848632812,-0.033389177173376,-0.107744462788105,-0.5423150658607483,-0.0144911259412765,0.033108927309513,-0.6324313879013062,0.0192151851952075,0.022002138197422,-0.790282130241394,-0.0704171359539032,-0.024047989398241,-0.5576885342597961,-0.028707293793559,-0.005885147023946,-0.486261248588562,0.0281672421842813,0.1547809094190597,-0.5746366381645203,-0.032476220279932,0.1305172443389892,-0.7362325191497803,-0.0661513432860374,0.0833771973848342,-0.5747103691101074,-0.0142054501920938,0.0948932021856308,-0.4921442866325378,0.0397157296538353
A,0.0,0.0,0.0,-0.2342348992824554,-0.1777467727661132,-0.0331710651516914,-0.3665052354335785,-0.4574002027511596,-0.0331768505275249,-0.382936954498291,-0.7276854515075684,-0.0486630238592624,-0.3844546675682068,-0.9231438636779784,-0.0473241619765758,-0.2219069302082061,-0.6894041299819946,0.0995606556534767,-0.2169192731380462,-0.8955538272857666,0.0085158320143818,-0.2419058084487915,-0.6928898096084595,-0.0371487401425838,-0.2412223368883133,-0.5823248624801636,-0.047518853098154,-0.1019825115799903,-0.678676962852478,0.0789057314395904,-0.0951424390077591,-0.8638588190078735,-0.0108824120834469,-0.1341523081064224,-0.6114614605903625,-0.0255419798195362,-0.1264712214469909,-0.5513894557952881,-0.0053577101789414,0.0132845947518944,-0.6437599658966064,0.0332604125142097,0.0186942163854837,-0.8026649355888367,-0.0614947453141212,-0.0251925475895404,-0.5695492625236511,-0.024348983541131,-0.0162046272307634,-0.5033650398254395,0.0323596857488155,0.1333025693893432,-0.5874667167663574,-0.0178409442305564,0.1292899549007415,-0.7487080693244934,-0.0536281056702137,0.0826799571514129,-0.5839009881019592,-0.0046327095478773,0.0860471501946449,-0.5040126442909241,0.0488528199493885
A,0.0,0.0,0.0,-0.2364650964736938,-0.154192179441452,-0.0432764664292335,-0.3699240982532501,-0.4545448422431946,-0.0427560806274414,-0.3872089385986328,-0.729097306728363,-0.0548151172697544,-0.39926877617836,-0.9168339371681212,-0.0494908653199672,-0.2214699387550354,-0.6857720017433167,0.0739861950278282,-0.2120706886053085,-0.9024590849876404,-0.0224111303687095,-0.2338226437568664,-0.6919323205947876,-0.0669809728860855,-0.2312263995409011,-0.5793116092681885,-0.0757499784231185,-0.0985934138298034,-0.6679540276527405,0.0584851913154125,-0.0845924243330955,-0.853435754776001,-0.0383641272783279,-0.1232779696583747,-0.591327965259552,-0.0519252531230449,-0.1234245374798774,-0.521618127822876,-0.0298305656760931,0.0166300199925899,-0.6336334943771362,0.0182868503034114,0.0271742306649684,-0.7877001762390137,-0.0846860110759735,-0.0179545972496271,-0.5421255230903625,-0.0486004576086998,-0.0184872113168239,-0.461889386177063,0.0097906747832894,0.1354677230119705,-0.5848866701126099,-0.0274768229573965,0.1362485140562057,-0.7481802105903625,-0.0674130022525787,0.0923846364021301,-0.5817466378211975,-0.018825277686119,0.0885562226176261,-0.4944891333580017,0.0353687070310115
A,0.0,0.0,0.0,-0.2313941270112991,-0.1553020179271698,-0.0548016130924224,-0.371126264333725,-0.4474524557590484,-0.0556499511003494,-0.3956134021282196,-0.7261949181556702,-0.0669184848666191,-0.3960271775722503,-0.9182387590408324,-0.0574257001280784,-0.2292322665452957,-0.6971979141235352,0.0994577407836914,-0.2144810706377029,-0.8915120959281921,0.0031235662754625,-0.2297855764627456,-0.6741920113563538,-0.0382044799625873,-0.2357242852449417,-0.5900941491127014,-0.0442695170640945,-0.102325290441513,-0.6857399940490723,0.0896686390042305,-0.0818836167454719,-0.8434858918190002,-0.0108952829614281,-0.1169744655489921,-0.5791734457015991,-0.0255454685539007,-0.1273654699325561,-0.5543214082717896,-0.0011112722568213,0.0174998752772808,-0.6535341143608093,0.050898902118206,0.0381865538656711,-0.7747853398323059,-0.0596333257853984,-0.001451413729228,-0.532875120639801,-0.0266200676560401,-0.0113866599276661,-0.5063172578811646,0.0316741615533828,0.139831930398941,-0.6061450839042664,0.0058492049574851,0.1507727652788162,-0.7367358207702637,-0.0376665666699409,0.1081910207867622,-0.5540741682052612,0.0087735448032617,0.0980303734540939,-0.4924867451190948,0.0627919659018516
